id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
1008,1008,1,2,84,22,3707,878,161,1162,39,757,3
1009,1009,2,2,83,22,3708,391,247,1425,61,909,2
1010,1010,2,1,83,13,3709,222,201,1450,39,901,4
1011,1011,2,3,82,21,3710,552,302,732,63,828,3
1012,1012,2,3,84,18,3711,766,144,790,62,704,3
1013,1013,3,3,83,16,3712,255,302,641,58,862,4
1014,1014,2,3,83,14,3713,180,290,1439,40,609,3
1015,1015,3,2,82,22,3714,373,266,695,60,750,3
1016,1016,2,2,83,23,3715,254,168,888,51,815,3
1017,1017,2,2,83,23,3716,144,188,862,64,769,2
1018,1018,2,2,84,13,3717,397,146,1172,42,899,4
1019,1019,1,3,83,21,3718,582,228,1204,51,902,3
1020,1020,2,3,84,21,3719,158,241,1111,32,682,3
1021,1021,2,1,82,20,3720,247,206,909,43,694,3
1022,1022,1,2,83,23,3721,824,172,961,43,735,3
1023,1023,2,3,83,20,3722,857,184,732,55,545,2
1024,1024,2,2,84,23,3723,854,229,1298,30,678,3
1025,1025,3,2,83,14,3724,467,280,1571,55,575,4
1026,1026,2,2,83,22,3725,347,268,755,58,754,3
1027,1027,2,3,84,13,3726,420,150,1049,48,885,4
1028,1028,2,2,83,23,3727,297,146,1370,44,659,4
1029,1029,2,2,82,16,3728,755,301,748,61,815,3
1030,1030,3,2,83,23,3729,489,214,1427,50,748,3
1031,1031,2,2,83,19,3730,641,155,808,57,576,2
1032,1032,2,2,82,18,3731,178,256,613,37,870,4
1033,1033,2,3,83,16,3732,136,206,1520,30,536,4
1034,1034,2,2,82,16,3733,312,258,1556,58,558,3
1035,1035,1,2,83,23,3734,565,245,1222,63,633,2
1036,1036,1,3,83,15,3735,728,236,982,45,861,3
1037,1037,2,3,83,21,3736,237,250,1538,30,649,3
1038,1038,1,2,83,23,3737,738,235,1369,49,532,3
1039,1039,3,2,84,24,3738,683,270,1293,63,658,3
1040,1040,1,2,83,18,3739,214,181,972,46,872,4
1041,1041,1,3,82,22,3740,722,203,738,49,740,3
1042,1042,3,2,83,23,3741,281,217,1282,28,768,3
1043,1043,2,3,82,19,3742,284,236,810,44,737,3
1044,1044,2,2,83,18,3743,308,222,727,42,839,4
1045,1045,2,3,82,17,3744,739,228,1246,54,870,3
1046,1046,1,2,83,18,3745,748,234,994,37,801,3
1047,1047,1,3,83,16,3746,405,194,1239,35,808,3
1048,1048,1,1,82,24,3747,411,254,1395,56,571,2
1049,1049,3,2,83,21,3748,833,157,1279,36,904,4
1050,1050,2,1,84,21,3749,504,296,1069,29,627,3
1051,1051,3,1,83,12,3750,839,159,1323,28,924,3
1052,1052,3,3,83,15,3751,423,181,1036,36,537,4
1053,1053,2,2,83,21,3752,430,163,1129,48,746,4
1054,1054,1,2,83,22,3753,455,309,715,51,718,3
1055,1055,3,2,83,15,3754,171,298,1494,60,903,3
1056,1056,2,2,84,15,3755,630,201,1422,42,886,4
1057,1057,2,3,83,21,3756,386,173,629,53,596,3
1058,1058,1,2,84,15,3757,177,203,731,34,884,2
1059,1059,3,2,83,24,3758,297,164,1222,60,886,2
1060,1060,2,3,84,16,3759,182,305,1555,38,769,2
1061,1061,3,3,83,15,3760,658,283,1028,48,527,4
1062,1062,1,1,82,14,3761,253,177,889,46,741,4
1063,1063,2,2,84,13,3762,728,306,755,59,806,3
1064,1064,2,2,84,21,3763,661,266,1417,29,742,2
1065,1065,2,3,83,19,3764,342,197,773,61,933,3
1066,1066,1,2,84,17,3765,619,181,950,50,807,4
1067,1067,3,2,83,24,3766,309,149,1114,45,530,2
1068,1068,1,1,83,14,3767,285,194,624,36,856,3
1069,1069,2,2,83,19,3768,856,223,1218,34,711,3
1070,1070,3,3,83,18,3769,432,150,1500,43,903,4
1071,1071,2,2,83,21,3770,388,232,1314,64,729,3
1072,1072,2,2,83,24,3771,427,180,1521,30,740,3
1073,1073,2,3,84,21,3772,174,301,1014,38,699,4
1074,1074,2,1,82,13,3773,875,198,733,44,620,2
1075,1075,2,2,83,22,3774,290,210,817,42,900,4
1076,1076,2,2,82,15,3775,522,177,1090,50,905,3
1077,1077,2,1,83,22,3776,494,279,978,44,640,4
1078,1078,3,3,82,20,3777,768,226,1190,33,887,2
1079,1079,1,1,83,13,3778,455,262,1491,27,755,4
1080,1080,2,2,83,21,3779,137,290,1199,43,636,4
1081,1081,2,1,83,12,3780,433,255,771,58,513,4
1082,1082,3,2,83,22,3781,336,148,1485,53,520,3
1083,1083,2,2,83,16,3782,227,197,1031,47,932,4
1084,1084,3,3,84,22,3783,182,213,770,38,895,3
1085,1085,1,2,82,21,3784,651,162,832,28,756,2
1086,1086,3,3,82,19,3785,800,296,1096,35,713,2
1087,1087,3,1,82,17,3786,165,270,1262,44,727,3
1088,1088,2,2,83,19,3787,798,183,849,51,744,3
1089,1089,1,2,83,21,3788,380,277,737,42,685,3
1090,1090,1,2,82,15,3789,307,283,1399,61,782,3
1091,1091,2,1,83,13,3790,840,260,1138,39,883,3
1092,1092,1,3,84,16,3791,892,253,790,51,554,4
1093,1093,3,2,83,18,3792,787,160,1180,49,706,2
1094,1094,1,2,83,23,3793,798,198,922,58,625,2
1095,1095,3,1,83,14,3794,869,174,1208,57,786,4
1096,1096,3,2,84,21,3795,497,307,610,48,597,3
1097,1097,3,2,84,21,3796,157,279,1321,53,589,2
1098,1098,3,1,83,22,3797,262,232,1407,31,548,3
1099,1099,1,2,84,19,3798,317,309,1260,30,713,3
1100,1100,2,2,83,20,3799,595,186,839,49,527,2
1101,1101,3,2,84,12,3800,719,279,611,43,564,4
1102,1102,2,2,83,16,3801,192,185,925,62,666,2
1103,1103,2,1,82,14,3802,273,277,1375,45,735,4
1104,1104,2,2,84,14,3803,241,256,862,35,818,3
1105,1105,1,3,83,20,3804,905,244,1065,50,872,3
1106,1106,1,2,83,18,3805,457,202,878,28,887,3
1107,1107,1,2,82,23,3806,728,302,622,36,530,3
1108,1108,2,2,84,18,3807,688,200,1415,49,597,3
1109,1109,2,3,82,22,3808,424,248,626,60,778,3
1110,1110,1,2,83,16,3809,708,243,632,34,900,3
1111,1111,2,3,84,14,3810,425,222,1026,33,822,3
1112,1112,1,2,83,16,3811,502,213,1249,59,826,2
1113,1113,2,1,83,22,3812,783,200,1547,57,593,4
1114,1114,3,2,82,15,3813,535,222,1136,33,885,4
1115,1115,2,2,84,20,3814,168,252,974,51,786,3
1116,1116,2,3,83,20,3815,213,256,1043,36,514,4
1117,1117,2,3,82,21,3816,592,262,1008,53,883,2
1118,1118,2,2,84,17,3817,625,244,947,59,761,4
1119,1119,3,3,84,13,3818,711,190,971,40,821,3
1120,1120,2,2,82,17,3819,460,175,1177,34,734,3
1121,1121,2,2,83,14,3820,897,213,904,53,914,3
1122,1122,2,2,83,16,3821,322,301,828,29,517,3
1123,1123,2,2,82,19,3822,913,252,1310,35,544,2
1124,1124,1,2,83,15,3823,579,253,703,38,835,2
1125,1125,3,3,84,24,3824,904,203,1197,53,692,3
1126,1126,1,2,83,17,3825,856,185,1345,27,626,3
1127,1127,1,2,83,22,3826,443,251,667,42,770,2
1128,1128,2,2,84,12,3827,441,300,604,41,881,3
1129,1129,1,1,84,15,3828,323,225,1269,31,904,3
1130,1130,3,3,83,18,3829,765,233,1575,36,796,4
1131,1131,3,2,84,19,3830,652,176,1127,35,628,3
1132,1132,1,2,82,21,3831,822,307,992,49,720,3
1133,1133,2,3,82,16,3832,278,153,1500,61,709,3
1134,1134,3,1,83,12,3833,484,212,1485,33,849,3
1135,1135,1,1,82,18,3834,237,198,995,63,717,3
1136,1136,3,2,83,13,3835,179,187,1413,44,707,4
1137,1137,2,3,84,22,3836,285,228,1570,62,815,4
1138,1138,1,2,82,14,3837,748,219,924,46,656,3
1139,1139,1,3,83,17,3838,828,235,1561,45,874,3
1140,1140,2,1,82,14,3839,600,309,787,53,892,2
1141,1141,2,2,84,17,3840,699,243,675,48,690,3
1142,1142,3,2,82,22,3841,243,213,984,47,551,3
1143,1143,2,2,84,18,3842,357,277,1112,52,665,4
1144,1144,3,2,83,14,3843,199,299,1399,47,720,2
1145,1145,2,2,82,18,3844,845,264,774,56,754,3
1146,1146,2,2,84,19,3845,172,171,716,41,773,2
1147,1147,1,2,83,24,3846,706,228,1278,59,730,2
1148,1148,2,1,83,18,3847,571,281,947,48,899,3
1149,1149,3,1,84,14,3848,816,201,888,42,763,3
1150,1150,1,1,84,19,3849,248,252,619,46,837,3
1151,1151,2,2,83,19,3850,830,236,781,40,524,4
1152,1152,2,3,82,23,3851,827,268,1072,36,581,3
1153,1153,2,2,82,22,3852,214,194,722,27,881,3
1154,1154,2,2,83,18,3853,620,221,752,51,516,2
1155,1155,3,2,83,23,3854,374,263,942,54,922,3
1156,1156,2,3,83,16,3855,494,293,919,59,648,3
1157,1157,1,2,82,24,3856,585,305,821,48,727,3
1158,1158,2,1,83,18,3857,693,169,971,40,767,2
1159,1159,2,3,82,19,3858,263,256,982,42,661,3
1160,1160,2,1,83,18,3859,584,225,798,40,789,4
1161,1161,3,2,84,20,3860,906,173,1008,47,798,3
1162,1162,2,2,82,20,3861,389,235,708,29,851,4
1163,1163,3,3,83,14,3862,528,240,1537,43,769,4
1164,1164,2,1,82,14,3863,567,218,1575,28,835,3
1165,1165,2,1,84,22,3864,236,294,1222,62,827,2
1166,1166,3,2,84,16,3865,435,168,1090,60,899,3
1167,1167,2,1,83,22,3866,364,310,1001,28,577,4
1168,1168,1,2,83,18,3867,141,281,732,59,818,3
1169,1169,3,3,84,18,3868,741,307,1212,41,764,3
1170,1170,2,1,82,13,3869,897,228,590,59,690,3
1171,1171,2,3,82,20,3870,226,269,1555,37,760,3
1172,1172,2,2,83,22,3871,258,148,1566,55,509,3
1173,1173,3,2,83,23,3872,423,210,1166,36,849,3
1174,1174,3,2,82,16,3873,378,184,1116,40,889,3
1175,1175,2,2,84,16,3874,715,154,598,40,904,4
1176,1176,1,2,83,21,3875,700,199,1227,40,717,3
1177,1177,1,3,82,14,3876,571,206,883,34,885,4
1178,1178,2,3,82,19,3877,558,302,1292,28,806,4
1179,1179,1,2,83,24,3878,558,217,1016,54,601,4
1180,1180,2,2,82,21,3879,274,260,995,46,774,2
1181,1181,2,2,83,22,3880,438,310,1347,30,849,2
1182,1182,2,1,83,18,3881,692,156,1228,48,620,4
1183,1183,2,2,84,21,3882,252,259,1167,30,590,2
1184,1184,3,3,82,19,3883,805,158,1320,54,640,3
1185,1185,2,2,82,14,3884,840,307,799,50,702,3
1186,1186,1,3,84,17,3885,688,242,1356,33,660,4
1187,1187,2,1,83,20,3886,203,226,994,30,798,3
1188,1188,2,3,83,19,3887,205,210,1090,52,544,3
1189,1189,2,1,83,16,3888,657,148,644,44,876,2
1190,1190,2,2,83,20,3889,323,190,718,55,597,3
1191,1191,2,1,84,14,3890,405,205,1467,30,741,3
1192,1192,3,3,84,18,3891,907,257,727,32,702,3
1193,1193,3,1,83,21,3892,244,241,1558,30,547,4
1194,1194,2,3,83,23,3893,218,153,1109,59,875,4
1195,1195,2,1,83,18,3894,803,157,815,44,676,2
1196,1196,1,2,84,14,3895,440,180,763,29,743,3
1197,1197,2,2,83,20,3896,848,248,1097,34,786,3
1198,1198,2,1,84,22,3897,337,195,1062,37,576,2
1199,1199,1,2,83,14,3898,490,222,865,53,882,3
1200,1200,1,2,82,17,3899,703,171,1073,64,838,3
1201,1201,3,2,84,23,3900,306,267,1228,43,705,3
1202,1202,2,3,84,23,3901,301,188,1257,51,867,2
1203,1203,3,2,83,15,3902,891,230,1172,50,907,3
1204,1204,1,2,83,17,3903,213,225,590,40,655,3
1205,1205,2,2,82,16,3904,884,165,773,30,921,2
1206,1206,3,2,83,18,3905,195,267,1422,36,911,3
1207,1207,2,1,83,19,3906,894,183,989,38,740,4
1208,1208,2,1,84,17,3907,705,169,731,53,674,2
1209,1209,2,2,83,20,3908,581,241,1019,44,819,2
1210,1210,2,1,82,12,3909,317,166,1519,42,697,4
1211,1211,1,3,84,19,3910,808,291,595,57,720,2
1212,1212,1,1,82,21,3911,862,201,793,61,659,3
1213,1213,1,2,83,21,3912,451,162,1056,44,685,3
1214,1214,3,3,83,15,3913,247,300,634,50,722,3
1215,1215,3,2,83,16,3914,696,189,1543,48,625,3
1216,1216,2,3,83,13,3915,766,190,1401,63,609,2
1217,1217,2,3,83,20,3916,909,234,1149,37,617,3
1218,1218,2,1,84,23,3917,553,288,920,39,593,4
1219,1219,1,2,83,21,3918,135,220,1540,39,764,3
1220,1220,2,3,83,24,3919,484,179,1276,60,823,4
1221,1221,2,2,83,19,3920,523,291,797,55,606,3
1222,1222,3,2,82,23,3921,525,208,1205,50,847,4
1223,1223,2,2,83,19,3922,262,271,800,52,878,3
1224,1224,2,2,83,14,3923,487,187,833,46,793,3
1225,1225,2,2,83,18,3924,695,267,840,62,876,3
1226,1226,3,1,83,12,3925,269,242,769,38,552,3
1227,1227,2,1,84,23,3926,781,160,1273,35,584,3
1228,1228,2,1,83,20,3927,656,273,995,59,570,3
1229,1229,3,2,83,18,3928,286,231,1285,48,682,4
1230,1230,2,3,83,19,3929,839,263,1055,61,905,3
1231,1231,2,3,83,24,3930,256,152,1575,34,855,3
1232,1232,2,2,83,19,3931,356,170,1062,59,794,3
1233,1233,2,2,84,22,3932,391,264,1536,31,641,3
1234,1234,1,2,82,15,3933,705,234,976,52,660,3
1235,1235,1,2,83,23,3934,812,268,857,59,891,3
1236,1236,2,3,83,19,3935,752,240,1344,28,880,4
1237,1237,2,2,83,14,3936,358,182,1525,62,891,4
1238,1238,2,2,83,17,3937,240,158,981,50,771,2
1239,1239,3,2,82,13,3938,714,149,1554,59,582,3
1240,1240,2,1,84,19,3939,880,244,1211,51,878,3
1241,1241,2,2,83,13,3940,515,161,951,58,591,3
1242,1242,2,1,84,21,3941,854,238,1197,52,876,2
1243,1243,2,1,82,19,3942,416,171,1177,46,684,3
1244,1244,3,2,82,18,3943,304,243,752,35,520,3
1245,1245,2,1,83,18,3944,495,270,710,33,807,2
1246,1246,2,1,82,21,3945,886,280,717,30,554,2
1247,1247,2,2,83,14,3946,320,212,1416,51,916,2
1248,1248,1,2,82,13,3947,885,155,1390,53,534,2
1249,1249,3,3,83,18,3948,250,224,645,41,815,3
1250,1250,2,2,84,20,3949,583,195,1052,56,658,3
1251,1251,3,1,82,23,3950,907,164,630,39,665,4
1252,1252,2,1,82,19,3951,906,189,946,40,830,3
1253,1253,3,2,83,21,3952,803,157,1183,45,603,3
1254,1254,2,3,83,21,3953,508,214,600,39,810,3
1255,1255,2,2,83,19,3954,567,163,1544,48,922,3
1256,1256,3,3,84,14,3955,218,309,969,48,874,2
1257,1257,1,1,84,21,3956,505,172,830,63,771,4
1258,1258,3,1,83,12,3957,867,305,1029,36,862,3
1259,1259,2,3,83,18,3958,904,209,956,30,890,2
1260,1260,2,1,83,15,3959,259,268,1431,44,640,3
1261,1261,2,1,83,23,3960,599,166,698,33,611,4
1262,1262,2,2,83,21,3961,610,199,1270,55,538,2
1263,1263,2,2,84,17,3962,350,262,1057,59,811,3
1264,1264,2,2,83,20,3963,585,251,1196,28,765,2
1265,1265,2,1,82,16,3964,893,307,1510,30,752,3
1266,1266,1,1,83,16,3965,535,194,1091,52,674,3
1267,1267,1,1,82,19,3966,480,298,883,33,891,4
1268,1268,3,2,84,15,3967,575,274,1176,41,544,3
1269,1269,2,3,84,23,3968,864,193,1336,41,857,2
1270,1270,1,3,83,23,3969,402,198,966,27,758,3
1271,1271,1,1,83,21,3970,536,305,1258,27,908,3
1272,1272,2,2,84,24,3971,782,179,1464,35,617,2
1273,1273,3,1,83,15,3972,462,274,1192,30,589,4
1274,1274,1,3,82,16,3973,207,146,1441,28,863,2
1275,1275,3,3,84,23,3974,435,292,1147,59,741,4
1276,1276,2,1,83,15,3975,368,236,983,47,737,3
1277,1277,1,1,82,22,3976,218,310,1255,55,862,4
1278,1278,2,2,83,20,3977,595,208,1400,60,748,3
1279,1279,2,1,83,21,3978,267,271,1317,35,571,2
1280,1280,3,3,84,15,3979,670,279,1388,41,559,2
1281,1281,2,2,83,22,3980,922,284,679,57,790,3
1282,1282,2,1,84,12,3981,587,246,1443,45,663,4
1283,1283,1,3,84,19,3982,263,195,879,32,627,3
1284,1284,2,3,83,16,3983,867,250,644,62,815,3
1285,1285,2,2,83,14,3984,878,159,1185,45,807,3
1286,1286,2,2,82,21,3985,647,290,1448,42,799,2
1287,1287,3,2,84,21,3986,399,263,1456,47,521,3
1288,1288,2,2,83,20,3987,413,274,1319,43,654,2
1289,1289,3,2,84,15,3988,174,175,992,40,719,4
1290,1290,1,3,83,20,3989,756,150,984,32,882,3
1291,1291,2,1,83,14,3990,294,255,841,32,654,3
1292,1292,2,1,82,21,3991,905,174,1523,39,907,3
1293,1293,2,2,84,19,3992,259,255,1314,37,670,3
1294,1294,2,2,82,16,3993,593,166,763,44,679,4
1295,1295,2,3,82,23,3994,497,243,1424,49,523,3
1296,1296,1,2,82,21,3995,239,236,1321,32,838,3
1297,1297,3,3,83,21,3996,696,231,873,31,759,2
1298,1298,3,2,82,20,3997,188,262,1311,45,908,3
1299,1299,2,1,84,21,3998,551,283,1177,28,808,3
1300,1300,2,2,83,23,3999,566,296,1543,61,545,3
1301,1301,2,1,83,24,4000,835,271,1059,51,868,3
1302,1302,2,1,84,17,4001,157,217,628,34,790,3
1303,1303,2,2,83,21,4002,730,185,1291,49,734,2
1304,1304,1,2,83,21,4003,514,199,1098,57,780,4
1305,1305,2,2,83,15,4004,879,170,873,30,722,3
1306,1306,2,2,84,17,4005,780,269,1133,55,514,2
1307,1307,1,2,84,19,4006,650,188,1360,48,771,3
1308,1308,1,3,83,23,4007,598,250,612,64,710,3
1309,1309,1,2,84,14,4008,428,258,779,64,650,4
1310,1310,3,2,84,21,4009,727,189,608,31,818,3
1311,1311,3,1,84,15,4010,661,228,909,29,783,4
1312,1312,1,2,82,23,4011,823,243,1548,59,826,3
1313,1313,2,1,82,15,4012,754,196,751,48,772,3
1314,1314,1,2,82,23,4013,475,163,1386,33,906,3
1315,1315,2,3,83,20,4014,169,218,1443,32,768,2
1316,1316,3,2,82,22,4015,455,222,1090,27,878,3
1317,1317,1,2,84,23,4016,253,310,1090,58,923,2
1318,1318,3,2,83,24,4017,503,167,919,46,847,3
1319,1319,2,1,84,23,4018,641,215,1169,50,747,3
1320,1320,1,1,84,23,4019,415,185,670,54,892,3
1321,1321,2,2,83,13,4020,464,277,1225,52,752,2
1322,1322,2,3,82,24,4021,398,234,590,32,661,3
1323,1323,1,2,84,23,4022,699,297,1421,44,862,3
1324,1324,2,2,84,17,4023,905,225,766,42,759,3
1325,1325,3,1,84,23,4024,779,222,1269,39,902,3
1326,1326,2,2,83,22,4025,442,198,1101,55,520,4
1327,1327,2,2,82,12,4026,839,211,1276,40,877,4
1328,1328,2,2,83,14,4027,570,296,744,35,654,4
1329,1329,2,3,83,22,4028,224,231,1557,62,691,2
1330,1330,1,1,83,17,4029,827,276,1347,50,883,2
1331,1331,3,2,82,17,4030,275,226,1542,32,904,4
1332,1332,2,2,83,20,4031,496,280,1196,43,550,2
1333,1333,2,2,84,21,4032,351,307,667,51,636,4
1334,1334,3,1,83,13,4033,247,194,825,32,763,4
1335,1335,2,3,84,24,4034,355,219,1405,57,691,3
1336,1336,3,2,83,15,4035,203,293,1507,52,699,2
1337,1337,3,2,83,24,4036,816,248,1218,36,742,3
1338,1338,2,2,82,18,4037,443,250,760,39,903,3
1339,1339,1,1,84,18,4038,146,190,1137,33,660,3
1340,1340,2,1,82,21,4039,790,171,934,44,739,4
1341,1341,3,3,83,22,4040,355,269,793,40,694,3
1342,1342,1,3,84,17,4041,457,179,768,31,643,4
1343,1343,2,2,82,19,4042,917,198,692,32,870,2
1344,1344,2,1,83,13,4043,514,231,600,60,840,2
1345,1345,3,1,83,13,4044,204,225,1048,46,679,3
1346,1346,1,2,82,17,4045,494,277,765,58,643,4
1347,1347,3,2,82,15,4046,747,295,1508,56,652,4
1348,1348,2,2,82,19,4047,180,265,1514,59,767,4
1349,1349,1,3,84,16,4048,174,268,698,64,848,2
1350,1350,1,2,82,17,4049,516,291,1486,62,536,2
1351,1351,3,3,82,23,4050,214,189,1281,28,909,2
1352,1352,3,2,83,23,4051,607,295,1008,43,550,4
1353,1353,2,3,82,20,4052,915,205,866,50,565,3
1354,1354,2,3,83,12,4053,554,311,1372,55,732,3
1355,1355,2,1,82,19,4054,532,220,999,61,680,4
1356,1356,2,3,82,21,4055,141,159,819,38,547,3
1357,1357,3,3,82,19,4056,717,173,1155,55,658,2
1358,1358,1,2,83,18,4057,196,160,731,60,848,2
1359,1359,1,2,83,22,4058,270,255,1063,30,567,3
1360,1360,2,2,82,19,4059,664,163,872,43,909,4
1361,1361,3,2,83,13,4060,567,169,938,50,547,3
1362,1362,2,2,83,12,4061,359,292,967,30,868,3
1363,1363,3,1,82,20,4062,653,214,1301,51,692,3
1364,1364,2,3,84,19,4063,435,269,1318,61,715,3
1365,1365,2,2,82,16,4064,725,168,1026,28,865,4
1366,1366,2,2,83,15,4065,165,175,1241,37,840,2
1367,1367,2,2,83,22,4066,273,311,1402,64,589,2
1368,1368,3,2,84,17,4067,699,231,1282,31,652,3
1369,1369,3,2,83,13,4068,545,284,730,46,848,3
1370,1370,3,3,83,13,4069,415,214,1251,60,590,4
1371,1371,2,3,84,23,4070,176,236,1559,31,817,4
1372,1372,2,3,83,21,4071,686,169,1077,56,796,3
1373,1373,2,1,83,16,4072,763,272,629,33,821,4
1374,1374,1,3,83,19,4073,515,284,1226,51,747,2
1375,1375,3,1,83,17,4074,370,144,1308,42,832,3
1376,1376,1,2,82,16,4075,378,243,1143,54,582,3
1377,1377,2,3,83,14,4076,518,294,681,28,896,3
1378,1378,3,2,82,16,4077,530,191,1456,60,616,4
1379,1379,2,2,82,16,4078,653,280,1274,59,514,2
1380,1380,2,2,83,13,4079,181,280,855,44,609,3
1381,1381,1,1,84,13,4080,684,154,1132,28,826,3
1382,1382,2,3,84,13,4081,219,224,1158,50,730,4
1383,1383,2,1,84,16,4082,870,147,960,43,601,2
1384,1384,1,2,83,20,4083,573,254,802,49,770,3
1385,1385,3,1,83,14,4084,207,226,670,39,545,3
1386,1386,2,2,82,13,4085,892,226,1218,50,832,2
1387,1387,2,2,84,22,4086,630,264,1553,56,515,3
1388,1388,2,3,82,17,4087,509,214,967,58,520,3
1389,1389,3,1,83,15,4088,496,201,1289,63,744,3
1390,1390,2,2,83,21,4089,362,273,1386,55,801,4
1391,1391,3,1,82,18,4090,671,305,1301,53,774,2
1392,1392,1,3,84,21,4091,263,254,661,52,509,3
1393,1393,1,3,82,23,4092,559,262,864,56,881,3
1394,1394,3,2,83,18,4093,265,221,1155,30,876,2
1395,1395,1,1,84,15,4094,148,157,1218,34,665,4
1396,1396,3,2,84,16,4095,321,231,1292,60,918,2
1397,1397,2,2,83,19,4096,145,188,752,58,641,3
1398,1398,3,2,84,21,4097,203,221,1203,52,634,3
1399,1399,3,2,82,20,4098,196,226,678,29,895,4
1400,1400,1,2,83,20,4099,159,215,922,35,903,3
1401,1401,2,1,84,14,4100,909,173,856,53,718,3
1402,1402,1,2,83,16,4101,700,154,918,63,914,3
1403,1403,2,2,83,21,4102,145,235,1478,38,656,4
1404,1404,2,1,83,14,4103,600,241,969,47,818,3
1405,1405,1,1,84,13,4104,251,310,685,50,792,3
1406,1406,3,1,83,14,4105,795,298,983,43,791,2
1407,1407,2,2,82,13,4106,766,236,1428,47,576,4
1408,1408,2,2,84,14,4107,740,294,632,36,875,3
1409,1409,2,3,82,19,4108,916,196,595,63,932,4
1410,1410,3,2,84,14,4109,776,262,840,58,571,4
1411,1411,1,2,83,22,4110,202,200,922,35,579,4
1412,1412,2,2,84,20,4111,530,212,957,37,858,3
1413,1413,1,1,83,19,4112,231,145,997,49,629,2
1414,1414,2,2,83,17,4113,448,221,1499,32,528,4
1415,1415,3,2,83,17,4114,733,223,1258,51,513,4
1416,1416,3,2,83,24,4115,577,283,1030,42,778,2
1417,1417,2,2,83,20,4116,664,216,1121,61,572,3
1418,1418,2,1,84,15,4117,367,263,1054,28,525,3
1419,1419,1,1,83,17,4118,742,190,662,35,827,3
1420,1420,2,2,82,14,4119,463,162,759,50,532,4
1421,1421,2,2,83,14,4120,260,253,759,33,818,2
1422,1422,1,1,83,22,4121,726,166,595,35,606,3
1423,1423,1,3,84,21,4122,632,280,724,51,932,2
1424,1424,2,2,83,17,4123,328,258,1066,34,822,3
1425,1425,2,2,82,18,4124,600,231,1038,38,783,3
1426,1426,2,2,83,17,4125,353,238,974,40,888,3
1427,1427,2,2,84,20,4126,630,285,1293,36,532,2
1428,1428,2,2,84,17,4127,321,281,1202,47,634,3
1429,1429,3,3,83,20,4128,578,298,946,32,722,2
1430,1430,2,3,83,18,4129,139,262,1297,47,530,3
1431,1431,3,1,83,18,4130,418,162,1160,57,930,3
1432,1432,3,2,83,14,4131,646,255,854,50,903,3
1433,1433,2,2,83,19,4132,183,299,1506,28,563,3
1434,1434,2,2,83,12,4133,598,218,772,35,511,4
1435,1435,2,2,83,13,4134,474,258,908,56,835,3
1436,1436,2,1,83,15,4135,539,291,933,55,784,3
1437,1437,3,3,82,23,4136,734,270,1521,42,914,2
1438,1438,2,3,84,14,4137,164,257,1411,48,627,3
1439,1439,3,1,83,17,4138,437,163,1188,51,571,3
1440,1440,3,2,83,24,4139,898,259,1095,45,740,2
1441,1441,2,3,83,19,4140,523,199,997,35,543,4
1442,1442,3,1,82,18,4141,373,255,1518,29,772,4
1443,1443,1,3,83,23,4142,867,223,1338,62,591,4
1444,1444,2,2,84,20,4143,587,264,1508,31,896,3
1445,1445,1,2,82,17,4144,894,263,1123,43,795,2
1446,1446,2,1,83,20,4145,500,309,928,63,646,3
1447,1447,2,2,82,20,4146,809,248,1328,30,512,3
1448,1448,2,3,84,13,4147,418,162,1486,48,825,3
1449,1449,1,2,82,19,4148,816,244,908,47,901,4
1450,1450,1,2,82,23,4149,200,243,1032,49,814,3
1451,1451,2,2,82,15,4150,609,284,1533,54,768,3
1452,1452,1,2,83,15,4151,327,158,849,59,536,2
1453,1453,3,2,82,13,4152,138,193,812,40,667,3
1454,1454,1,3,83,20,4153,550,149,1430,42,820,3
1455,1455,2,1,84,14,4154,346,210,1423,56,928,3
1456,1456,2,1,84,20,4155,490,173,1266,34,926,3
1457,1457,2,2,84,21,4156,700,194,1554,46,751,2
1458,1458,2,1,83,17,4157,792,279,996,51,806,3
1459,1459,3,3,84,18,4158,405,296,890,45,640,4
1460,1460,2,2,82,21,4159,527,189,730,57,830,4
1461,1461,2,2,83,15,4160,224,215,1306,64,907,3
1462,1462,2,2,82,20,4161,244,170,742,64,583,4
1463,1463,2,2,82,18,4162,574,183,1439,51,720,4
1464,1464,3,1,83,24,4163,783,296,722,45,698,3
1465,1465,3,3,84,13,4164,704,227,714,37,761,3
1466,1466,3,2,82,20,4165,376,233,1495,60,573,3
1467,1467,1,2,83,18,4166,678,286,946,30,639,3
1468,1468,1,1,83,21,4167,461,307,749,29,823,3
1469,1469,2,3,82,16,4168,893,208,734,36,510,3
1470,1470,1,2,84,17,4169,528,269,937,64,907,4
1471,1471,2,1,84,19,4170,861,222,1499,63,689,4
1472,1472,2,2,82,15,4171,315,175,1002,54,588,3
1473,1473,1,2,82,13,4172,676,238,893,55,749,4
1474,1474,2,3,82,21,4173,730,278,782,27,553,2
1475,1475,3,1,82,20,4174,369,168,858,37,585,3
1476,1476,2,1,83,15,4175,161,301,816,41,719,3
1477,1477,3,2,83,22,4176,835,273,835,61,675,2
1478,1478,2,2,82,24,4177,658,295,1271,34,630,2
